I paralleli sono gli infiniti:,circoli minori che si dipartono parallelamente    dall'equatore verso i poli.,circoli minori che uniscono i poli.,semicircoli che uniscono i poli.,circoli minori che si dipartono parallelamente    dall'equatore verso i poli.
"Posto che le linee di riferimento del sistema di coordinate geografiche sono l'equatore ed il meridiano di Greenwich, tali linee rispettivamente sono:","il primo è un circolo massimo, il secondo è un semicircolo massimo.","il primo è un cerchio minore, il secondo è un semicerchio minore.","il primo è un cerchio semimassimo, il secondo è un semicerchio minore.","il primo è un circolo massimo, il secondo è un semicircolo massimo."
"Per ogni grado di longitudine, si considerano 180 meridiani tra 0 e 180 gradi Est, 180 meridiani tra 0 e 180 gradi Ovest, ma:",effettivamente sono infiniti.,effettivamente sono 90 verso nord e 90 verso sud.,effettivamente sono molti meno.,effettivamente sono infiniti.
La longitudine si misura:,da 0 a 180 gradi verso E e da 0 a 180 gradi verso W.,da 0 a 360 gradi verso S o N.,da 0 a 90 gradi verso N e da 0 a 90 gradi verso S.,da 0 a 180 gradi verso E e da 0 a 180 gradi verso W.
I paralleli sono:,circoli minori paralleli all'asse di  rotazione terrestre.,circoli massimi paralleli all'equatore.,circoli minori perpendicolari all'asse terrestre e paralleli all'equatore.,circoli minori perpendicolari all'asse terrestre e paralleli all'equatore.
L'equatore è:,"il semicircolo massimo fondamentale, al quale si rapportano le longitudini dei luoghi. Divide la terra in due emisferi Est ed Ovest.","il circolo massimo fondamentale, al quale si rapportano le latitudini dei luoghi. Divide la terra nei due emisferi Nord (Boreale) e Sud (Australe).",meridiano fondamentale.,"il circolo massimo fondamentale, al quale si rapportano le latitudini dei luoghi. Divide la terra nei due emisferi Nord (Boreale) e Sud (Australe)."
Quanto misura un miglio nautico?,"1609,34 metri.",1852 metri.,1810 metri.,1852 metri.
Come si esprimono le coordinate geografiche?,in latitudine e longitudine.,in cerchio capace e rilevamento bussola.,in rilevamento bussola e rilevamento magnetico.,in latitudine e longitudine.
"Usualmente, la lettera greca “λ ” (lambda) è utilizzata:",per indicare la latitudine.,per indicare la longitudine.,assolutamente non è utilizzata.,per indicare la longitudine.
"Navigando con Rv = 180 gradi, rimarrà invariata:",la latitudine.,la longitudine.,nessuna delle due.,la longitudine.
Sono elementi del sistema di riferimento sulla sfera terrestre:,"poli geografici, equatore e meridiano di Greenwich.","miglio nautico, lossodromia ed ortodromia.",rosa dei venti.,"poli geografici, equatore e meridiano di Greenwich."
"Usualmente, la lettera greca “ϕ ”  (fi) è utilizzata:",per indicare la latitudine.,per indicare la longitudine.,assolutamente non è utilizzata.,per indicare la latitudine.
I meridiani sono gli infiniti:,circoli massimi dell'emisfero nord.,semicircoli che uniscono i poli.,circoli minori che si dipartono parallelamente dall'equatore ai poli.,semicircoli che uniscono i poli.
"Dove è indicato, sulla carta nautica, il valore della longitudine?",in basso.,in alto.,in alto e in basso.,in alto e in basso.
L'equatore:,è l'unico parallelo a non essere un cerchio massimo.,costituisce il riferimento per la misura della latitudine,costituisce unico riferimento per la misura della longitudine.,costituisce il riferimento per la misura della latitudine
"Il circolo massimo che divide la terra nei due emisferi, noti sotto il nome di ""Australe"" e ""Boreale"", è denominato:",orizzonte.,equatore.,meridiano di Greenwich.,equatore.
Con la sola coordinata geografica della longitudine è possibile identificare in maniera univoca un punto geografico della terra?,certamente.,solo se abbiamo la sua distanza dal faro.,"no, occorre necessariamente anche la seconda coordinata geografica della latitudine.","no, occorre necessariamente anche la seconda coordinata geografica della latitudine."
Uno dei seguenti valori è un dato sicuramente errato; quale?,95 gradi di latitudine nord.,95 gradi di longitudine est.,95 gradi di longitudine ovest.,95 gradi di latitudine nord.
La caratteristica dei punti lungo un arco di parallelo è che:,tutti hanno la stessa latitudine.,tutti sono equidistanti fra loro.,tutti hanno la stessa longitudine.,tutti hanno la stessa latitudine.
La caratteristica dei punti lungo un arco di meridiano è che:,tutti sono equidistanti fra loro.,tutti hanno la stessa longitudine.,tutti hanno la stessa latitudine.,tutti hanno la stessa longitudine.
"Navigando con Rv 090 gradi, rimane invariata:",la declinazione magnetica.,la latitudine.,la longitudine.,la latitudine.
La latitudine di un punto è l'arco:,di meridiano compreso tra l’equatore ed il punto (o il parallelo passante per il punto considerato).,compreso tra l’equatore ed il polo.,di equatore compreso tra il meridiano di Greenwich ed il meridiano passante per  il punto  considerato.,di meridiano compreso tra l’equatore ed il punto (o il parallelo passante per il punto considerato).
La longitudine di un punto è l'arco:,compreso tra il meridiano di Greenwich ed il suo antimeridiano.,di equatore compreso tra il meridiano di Greenwich ed il meridiano passante per  il punto  considerato.,di meridiano compreso tra l’equatore ed il punto (o parallelo passante per  il punto  considerato).,di equatore compreso tra il meridiano di Greenwich ed il meridiano passante per  il punto  considerato.
Per convenzione si dice che i paralleli sono:,181,tanti quanti sono i meridiani.,"180, di cui 90 contati di grado in grado dall'equatore (zero gradi) al polo Nord e altrettanti 90 contati di grado in grado dall'equatore (zero gradi) al polo Sud, però possiamo tracciarne infiniti.","180, di cui 90 contati di grado in grado dall'equatore (zero gradi) al polo Nord e altrettanti 90 contati di grado in grado dall'equatore (zero gradi) al polo Sud, però possiamo tracciarne infiniti."
Per convenzione si dice che i meridiani sono:,361,tanti quanti sono i paralleli.,"360, di cui 180 contati di grado in grado a partire dal meridiano di Greenwich verso Est ed altrettanti 180 contati di grado in grado a partire dal meridiano di Greenwich verso Ovest, però possiamo tracciarne infiniti.","360, di cui 180 contati di grado in grado a partire dal meridiano di Greenwich verso Est ed altrettanti 180 contati di grado in grado a partire dal meridiano di Greenwich verso Ovest, però possiamo tracciarne infiniti."
"Il meridiano ""zero"" corrisponde:",a quello comunemente chiamato meridiano di Greenwich.,a quello che si trova nel punto ove si incrociano il meridiano di Greenwich e l’equatore.,a quello comunemente chiamato equatore.,a quello comunemente chiamato meridiano di Greenwich.
Il novantesimo parallelo si trova:,al polo.,a metà tra il polo e l'equatore.,all’equatore.,al polo.
Il novantesimo meridiano:,è l’antimeridiano ovvero il meridiano opposto al meridiano di Greenwich.,passa per Greenwich.,"ricade esattamente a metà tra il meridiano di Greenwich ed il suo antimeridiano, cioè nel cardine Est ovvero nel cardine Ovest.","ricade esattamente a metà tra il meridiano di Greenwich ed il suo antimeridiano, cioè nel cardine Est ovvero nel cardine Ovest."
Leggo sulla carta nautica in proiezione di mercatore che un’isola si trova a 45 gradi di latitudine: è Nord o Sud?,è nord se vediamo i valori di latitudine aumentare verso il Nord.,è sud se vediamo i valori di longitudine diminuire verso il Nord.,è sud se si trova su un parallelo.,è nord se vediamo i valori di latitudine aumentare verso il Nord.
L'emisfero sud è quello:,australe.,boreale.,settentrionale.,australe.
Se la longitudine di un punto misura 0° significa che:,il punto si trova esattamente sul meridiano di Greenwich.,il punto si trova esattamente sull'equatore.,il punto si trova sul parallelo del tropico del cancro.,il punto si trova esattamente sul meridiano di Greenwich.
Se la latitudine di un punto misura 0° significa che:,il punto si trova sull'equatore.,il punto si trova sul meridiano di Greenwich.,il punto si trova al Polo Nord.,il punto si trova sull'equatore.
A quali aree marittime si riferiscono le carte e pubblicazioni nautiche edite dall'I.I.M.M.?,ai mari ed alle coste nazionali italiane.,a tutti i mari del mondo.,ai mari ed alle coste nazionali italiane nonché a quelle del Mar Mediterraneo.,ai mari ed alle coste nazionali italiane nonché a quelle del Mar Mediterraneo.
"In una carta di Mercatore, la scala delle latitudini rimane la stessa per tutta la carta?",sì.,"no, non è costante e diminuisce con la latitudine.","no, non è costante ed aumenta con la latitudine.","no, non è costante ed aumenta con la latitudine."
Gli aggiornamenti alla carta nautica si riportano:,"sulle ""Tavole Nautiche"".",nella Legenda del titolo.,su un lato a margine della stessa carta nautica.,su un lato a margine della stessa carta nautica.
La carta di Mercatore:,è una modifica della carta gnomonica operata dallo spagnolo Mercatore.,in essa i paralleli hanno distanza variabile in funzione delle latitudini crescenti.,rappresenta le zone polari.,in essa i paralleli hanno distanza variabile in funzione delle latitudini crescenti.
"A seconda della scala, in quali categorie si possono suddividere le carte nautiche?","carte planetarie, carte astronomiche, carte satellitari, carte radiogoniometriche e carte sinottiche.","carte generali, carte di atterraggio, carte costiere, carte dei litorali e piani nautici.","carte stereografiche, carte topografiche, carte astronomiche, carte gnomoniche e carte iperboliche.","carte generali, carte di atterraggio, carte costiere, carte dei litorali e piani nautici."
Qual è la scala delle carte nautiche generali?,1:100.000 e inferiore.,1:3.000.000 e inferiore.,1:300.000 e inferiore.,1:3.000.000 e inferiore.
Come possono definirsi le carte nautiche costiere?,carte utilizzate dal navigante durante la navigazione svolta nei bacini portuali.,carte utilizzate dal navigante principalmente durante la fase prossima all'atterraggio e che rappresentano in modo particolarmente dettagliato elementi afferenti le batimetriche ed il segnalamento marittimo.,carte utilizzate dalle Stazioni Radio Costiere.,carte utilizzate dal navigante principalmente durante la fase prossima all'atterraggio e che rappresentano in modo particolarmente dettagliato elementi afferenti le batimetriche ed il segnalamento marittimo.
Le linee batimetriche:,delimitano le aree in cui è vietato l'ancoraggio.,consentono di individuare la presenza di relitti.,sono linee di ugual fondale.,sono linee di ugual fondale.
Come sono rappresentati i meridiani sulla carta di Mercatore?,"con rette parallele tra loro, ma non equidistanti.",con rette perpendicolari all'equatore ed equidistanti fra loro.,con rette convergenti verso il polo.,con rette perpendicolari all'equatore ed equidistanti fra loro.
Quale carta non è usata per condurre la navigazione costiera?,la carta a piccola scala.,la carta a grande scala.,la carta dei litorali.,la carta a piccola scala.
Quale caratteristica possiede la carta di Mercatore?,"l'isogonia, perché conserva inalterati gli angoli formati da meridiani e paralleli.","la proiezione gnomonica, che mostra i paralleli radiali.","la proiezione gnomonica, che mostra i meridiani radiali.","l'isogonia, perché conserva inalterati gli angoli formati da meridiani e paralleli."
"I ""pianetti"" sono utilizzati per:",conoscere le correnti  marine e svolgere i relativi problemi.,"conoscere l'entrata dei  porti ed altre informazioni quali la dislocazione delle banchine, i punti di ormeggio, i fondali presenti,  ecc.",la condotta della navigazione in avvicinamento della costa.,"conoscere l'entrata dei  porti ed altre informazioni quali la dislocazione delle banchine, i punti di ormeggio, i fondali presenti,  ecc."
Che tipo di carta è il piano nautico in relazione alla scala della carta?,"carta a grande scala riproducente aree di limitate estensioni come porti, rade, isolotti.",carta a grande scala riproducente aree di elevate estensioni come mari e continenti.,"carta a grande scala, quale quella con scala 1:1.000.000.","carta a grande scala riproducente aree di limitate estensioni come porti, rade, isolotti."
